ARTIKEL;SORTE;AUFTRAG;POSITION;KUNDE;WUNSCHLIEFERTERMIN;LIEFERTERMIN;WUNSCHMENGE
15-070-435-01860-076130G0;K 15;25023621;1;C-100;11/8/24;11/7/24;25000
15-070-435-01840-076130G0;K 15;25023616;1;C-100;11/8/24;11/7/24;25000
15-070-435-01860-076130G0;K 15;25023620;1;C-100;11/7/24;11/6/24;25000
15-070-435-01800-076130G0;K 15;25023631;1;C-110;11/7/24;11/6/24;25000
15-070-435-01880-076130G0;K 15;25023656;1;C-130;11/7/24;11/6/24;25000
15-070-435-01760-076130G0;K 15;25023611;2;C-100;11/7/24;11/7/24;15000
05-070-420-01100-076150G0;K 05;25023533;1;C-120;11/7/24;11/6/24;10000
05-070-420-00800-076150G0;K 05;25023639;1;C-110;11/7/24;11/6/24;25000
15-070-435-01800-076130G0;K 15;25023651;1;C-130;11/7/24;11/6/24;25000
15-070-435-01780-076130G0;K 15;25023628;2;C-100;11/7/24;11/6/24;10000
15-070-435-01740-076130G0;K 15;25023611;1;C-100;11/7/24;11/7/24;10000
05-070-420-02900-076150G0;K 05;25023533;3;C-120;11/7/24;11/6/24;5000
05-070-420-03200-076150G0;K 05;25023533;4;C-120;11/7/24;11/6/24;5000
15-070-435-01860-076130G0;K 15;25023643;1;C-120;11/7/24;11/6/24;25000
05-070-420-02500-076150G0;K 05;25023533;2;C-120;11/7/24;11/6/24;5000
05-070-420-00900-076150G0;K 05;25023702;1;C-110;11/6/24;11/5/24;25000
15-070-435-01880-076130G0;K 15;25023623;1;C-100;11/6/24;11/5/24;25000
15-070-435-01860-076130G0;K 15;25023619;1;C-100;11/6/24;11/6/24;25000
15-070-435-01840-076130G0;K 15;25023615;1;C-100;11/6/24;11/5/24;25000
05-070-420-01900-076150G0;K 05;25023660;1;C-120;11/6/24;11/5/24;25000
15-070-435-01890-076130G0;K 15;25023658;1;C-130;11/6/24;11/6/24;25000
15-070-435-01880-076130G0;K 15;25023655;1;C-130;11/6/24;11/5/24;25000
15-070-435-01840-076130G0;K 15;25023652;1;C-130;11/6/24;11/5/24;25000
15-070-435-01840-076130G0;K 15;25023632;1;C-110;11/6/24;11/5/24;25000
15-070-435-01800-076130G0;K 15;25023612;1;C-100;11/6/24;11/5/24;25000
15-070-435-01840-076130G0;K 15;25023614;1;C-100;11/5/24;11/4/24;25000
15-070-435-01860-076130G0;K 15;25023618;1;C-100;11/5/24;11/4/24;25000
15-070-435-01900-076130G0;K 15;25023626;1;C-100;11/5/24;11/4/24;25000
15-070-435-01860-076130G0;K 15;25023634;1;C-110;11/5/24;11/4/24;25000
05-070-420-01900-076150G0;K 05;25023700;1;C-110;11/5/24;11/5/24;25000
15-070-435-01880-076130G0;K 15;25023636;1;C-110;11/5/24;11/4/24;25000
05-070-420-00900-076150G0;K 05;25023659;1;C-120;11/5/24;11/4/24;25000
15-070-435-01860-076130G0;K 15;25023653;1;C-130;11/5/24;11/4/24;25000
15-070-435-01740-076130G0;K 15;25023512;2;C-110;11/4/24;10/31/24;8000
15-070-435-01720-076130G0;K 15;25023512;1;C-110;11/4/24;10/31/24;17000
15-070-435-01840-076130G0;K 15;25023503;1;C-100;11/4/24;10/31/24;25000
15-070-435-01880-076130G0;K 15;25023555;1;C-130;11/4/24;10/31/24;25000
15-070-435-01840-076130G0;K 15;25023554;1;C-130;11/4/24;10/30/24;25000
15-070-435-01840-076130G0;K 15;25023515;1;C-110;11/4/24;10/31/24;25000
15-070-435-01840-076130G0;K 15;25023520;1;C-120;11/4/24;10/31/24;25000
15-070-435-01880-076130G0;K 15;25023508;1;C-100;11/4/24;10/31/24;25000
15-070-435-01760-076130G0;K 15;25023527;1;C-130;11/1/24;10/31/24;25000
15-070-435-01800-076130G0;K 15;25023528;1;C-130;11/1/24;10/31/24;25000
15-070-435-01880-076130G0;K 15;25023531;1;C-130;11/1/24;10/31/24;25000
05-070-420-00500-076150G0;K 05;25023539;5;C-120;10/31/24;10/30/24;3800
15-070-435-01800-076130G0;K 15;25023510;2;C-110;10/31/24;;10000
05-070-420-00850-076150G0;K 05;25023539;6;C-120;10/31/24;10/30/24;1300
05-070-420-01000-076150G0;K 05;25023539;7;C-120;10/31/24;10/30/24;1400
05-070-420-01200-076150G0;K 05;25023539;8;C-120;10/31/24;10/30/24;2500
05-070-420-03900-076150G0;K 05;25023539;9;C-120;10/31/24;10/30/24;900
15-070-435-01860-076130G0;K 15;25023506;1;C-100;10/31/24;10/30/24;25000
15-070-435-01890-076130G0;K 15;25023551;1;C-100;10/31/24;10/30/24;25000
15-070-435-01800-076130G0;K 15;25023514;1;C-110;10/31/24;10/30/24;25000
15-070-435-01800-076130G0;K 15;25023501;1;C-100;10/31/24;10/30/24;25000
15-070-435-01880-076130G0;K 15;25023517;1;C-110;10/31/24;10/30/24;25000
15-070-435-01800-076130G0;K 15;25023519;1;C-120;10/31/24;10/30/24;25000
15-070-435-01720-076130G0;K 15;25023579;3;C-100;10/31/24;10/30/24;10000
15-070-435-01860-076130G0;K 15;25023521;1;C-120;10/30/24 17:00;10/29/24;25000
05-070-420-01900-076150G0;K 05;25023574;2;C-110;10/30/24;10/29/24;18000
15-070-435-01860-076130G0;K 15;25023552;1;C-100;10/30/24;10/29/24;15823
15-070-435-01900-076130G0;K 15;25023552;2;C-100;10/30/24;10/29/24;3400
15-070-435-01760-076130G0;K 15;25023513;1;C-110;10/30/24;10/30/24;25000
15-070-435-01860-076130G0;K 15;25023505;1;C-100;10/30/24;10/29/24;25000
15-070-435-01880-076130G0;K 15;25023522;1;C-120;10/30/24;10/29/24;25000
15-070-435-01860-076130G0;K 15;25023529;1;C-130;10/30/24;10/29/24;25000
15-070-435-01820-076130G0;K 15;25023532;2;C-130;10/30/24;10/30/24;10000
05-070-420-01100-076150G0;K 05;25023538;1;C-120;10/30/24;10/29/24;25000
15-070-435-01840-076130G0;K 15;25023502;1;C-100;10/30/24;10/29/24;25000
15-070-435-01800-076130G0;K 15;25023440;1;C-130;10/29/24 17:00;10/28/24;25000
15-070-435-01880-076130G0;K 15;25023507;1;C-100;10/29/24;10/28/24;25000
05-070-420-00700-076150G0;K 05;25023511;1;C-110;10/29/24;10/28/24;10000
15-070-435-01740-076130G0;K 15;25023573;1;C-130;10/29/24;10/29/24;10500
05-070-420-00700-076150G0;K 05;25023536;1;C-120;10/29/24;10/28/24;12500
05-070-420-00900-076150G0;K 05;25023536;2;C-120;10/29/24;10/28/24;12500
15-070-435-01900-076130G0;K 15;25023483;1;C-130;10/29/24;10/28/24;25000
15-070-435-01880-076130G0;K 15;25023516;1;C-110;10/29/24;10/29/24;25000
15-070-435-01890-076130G0;K 15;25023523;1;C-120;10/29/24;10/28/24;25000
15-070-435-01880-076130G0;K 15;25023530;1;C-130;10/29/24;10/28/24;25000
15-070-435-01680-076130G0;K 15;25023556;2;C-110;10/29/24;10/28/24;6000
15-070-435-01820-076130G0;K 15;25023556;3;C-110;10/29/24;10/28/24;17486
15-070-435-01860-076130G0;K 15;25023504;1;C-100;10/29/24;10/28/24;25000
15-070-435-01860-076130G0;K 15;25023437;1;C-120;10/28/24;10/25/24;25000
15-070-435-01860-076130G0;K 15;25023462;1;C-110;10/28/24;10/25/24;25000
15-070-435-01720-076130G0;K 15;25023466;1;C-130;10/28/24;10/25/24;25000
15-070-435-01840-076130G0;K 15;25023430;1;C-110;10/28/24;10/25/24;25000
15-070-435-01840-076130G0;K 15;25023424;1;C-100;10/28/24;10/25/24;25000
15-070-435-01880-076130G0;K 15;25023425;1;C-100;10/28/24;10/25/24;25000
15-070-435-01800-076130G0;K 15;25023478;1;C-100;10/28/24;10/25/24;25000
15-070-435-01840-076130G0;K 15;25023461;1;C-100;10/28/24;10/25/24;25000
15-070-435-01890-076130G0;K 15;25023463;1;C-110;10/28/24;10/25/24;25000
15-070-435-01840-076130G0;K 15;25023464;1;C-120;10/28/24;10/25/24;25000
15-070-435-01880-076130G0;K 15;25023465;1;C-120;10/28/24;10/25/24;15000
15-070-435-01720-076130G0;K 15;25023465;2;C-120;10/28/24;10/25/24;10000
15-070-435-01880-076130G0;K 15;25023468;1;C-130;10/28/24;10/25/24;25000
15-070-435-01880-076130G0;K 15;25023441;1;C-130;10/28/24;10/25/24;25000
15-070-435-01880-076130G0;K 15;25023264;2;C-120;10/25/24 17:00;10/24/24;17500
15-070-435-01700-076130G0;K 15;25023264;1;C-120;10/25/24 17:00;10/24/24;7500
15-070-435-01680-076130G0;K 15;25023292;1;C-130;10/25/24 17:00;10/24/24;25000
15-070-435-01880-076130G0;K 15;25023263;2;C-110;10/25/24 17:00;10/24/24;15000
15-070-435-01700-076130G0;K 15;25023263;1;C-110;10/25/24 17:00;10/24/24;10000
15-070-435-01780-076130G0;K 15;25023480;1;C-120;10/25/24;10/24/24;10000
15-070-435-01820-076130G0;K 15;25023480;2;C-120;10/25/24;10/24/24;10000
15-070-435-01900-076130G0;K 15;25023480;3;C-120;10/25/24;10/24/24;5000
15-070-435-01740-076130G0;K 15;25023467;1;C-130;10/25/24;10/24/24;10000
15-070-435-01860-076130G0;K 15;25023467;2;C-130;10/25/24;10/24/24;15000
15-070-435-01800-076130G0;K 15;25023429;1;C-110;10/25/24;10/24/24;25000
15-070-435-01840-076130G0;K 15;25023439;1;C-130;10/25/24;10/25/24;25000
15-070-435-01800-076130G0;K 15;25023436;1;C-120;10/25/24;10/24/24;25000
15-070-435-01800-076130G0;K 15;25023422;1;C-100;10/25/24;10/24/24;25000
05-070-420-01900-076150G0;K 05;25023534;1;C-120;10/25/24;10/24/24;25000
15-070-435-01860-076130G0;K 15;25023423;1;C-100;10/25/24;10/24/24;25000
15-070-435-01880-076130G0;K 15;25023300;1;C-130;10/24/24 17:00;10/23/24;25000
15-070-435-01860-076130G0;K 15;25023420;1;C-100;10/24/24;10/23/24;25000
15-070-435-01890-076130G0;K 15;25023421;1;C-100;10/24/24;10/23/24;25000
05-070-420-00850-076150G0;K 05;25022625;1;C-120;10/24/24;10/23/24;25000
15-070-435-01860-076130G0;K 15;25023428;1;C-110;10/24/24;10/23/24;25000
15-070-435-01780-076130G0;K 15;25023482;2;C-130;10/24/24;10/23/24;15000
15-070-435-01190-076130G0;K 15;25023475;4;C-100;10/24/24;10/23/24;5000
15-070-435-01820-076130G0;K 15;25023476;1;C-100;10/24/24;10/23/24;12500
15-070-435-01900-076130G0;K 15;25023476;2;C-100;10/24/24;10/23/24;12500
15-070-435-01880-076130G0;K 15;25023435;1;C-120;10/24/24;10/23/24;25000
15-070-435-01190-076130G0;K 15;25023482;1;C-130;10/24/24;10/23/24;10000
15-070-435-01840-076130G0;K 15;25023419;1;C-100;10/24/24;10/23/24;25000
15-070-435-01170-076130G0;K 15;25023475;3;C-100;10/24/24;10/23/24;6000
15-070-435-01860-076130G0;K 15;25023438;1;C-130;10/23/24 17:00;10/23/24;25000
15-070-435-01880-076130G0;K 15;25023418;1;C-100;10/23/24;10/22/24;25000
15-070-435-01880-076130G0;K 15;25023427;1;C-110;10/23/24;10/22/24;25000
15-070-435-01840-076130G0;K 15;25023433;1;C-120;10/23/24;10/22/24;25000
15-070-435-01860-076130G0;K 15;25023417;1;C-100;10/23/24;10/22/24;25000
15-070-435-01880-076130G0;K 15;25023299;1;C-130;10/22/24 17:00;10/21/24;25000
15-070-435-01800-076130G0;K 15;25023294;1;C-130;10/22/24 17:00;10/21/24;25000
15-070-435-01860-076130G0;K 15;25023416;1;C-100;10/22/24;10/21/24;25000
05-070-420-00900-076150G0;K 05;25023431;1;C-120;10/22/24;10/21/24;25000
05-070-420-00600-076150G0;K 05;25023426;1;C-110;10/22/24;10/21/24;12500
15-070-435-01860-076130G0;K 15;25023474;1;C-100;10/22/24;;329
15-070-435-01840-076130G0;K 15;25023415;1;C-100;10/22/24;10/21/24;25000
15-070-435-01840-076130G0;K 15;25023272;1;C-100;10/21/24;10/18/24;25000
15-070-435-01860-076130G0;K 15;25023276;1;C-100;10/21/24;10/21/24;25000
15-070-435-01760-076130G0;K 15;25023293;1;C-130;10/21/24;10/18/24;25000
15-070-435-01860-076130G0;K 15;25023312;1;C-120;10/21/24;10/18/24;25000
15-070-435-01760-076130G0;K 15;25023338;1;C-120;10/21/24;10/18/24;25000
15-070-435-01880-076130G0;K 15;25023279;1;C-100;10/21/24;10/18/24;25000
15-070-435-01890-076130G0;K 15;25023301;1;C-130;10/21/24;10/18/24;25000
15-070-435-01760-076130G0;K 15;25023285;1;C-110;10/21/24;10/18/24;25000
15-070-435-01840-076130G0;K 15;25023337;1;C-110;10/21/24;10/18/24;25000
15-070-435-01880-076130G0;K 15;25023307;1;C-120;10/21/24;10/18/24;25000
05-070-420-01100-076150G0;K 05;25023096;2;C-120;10/18/24 17:00;10/17/24;20000
15-070-435-01900-076130G0;K 15;25023251;2;C-130;10/18/24 17:00;10/18/24;12500
15-070-435-01880-076130G0;K 15;25023251;1;C-130;10/18/24 17:00;10/18/24;12500
15-070-435-01800-076130G0;K 15;25023303;1;C-120;10/18/24 17:00;10/18/24;25000
15-070-435-01840-076130G0;K 15;25023295;1;C-130;10/18/24 17:00;10/17/24;25000
15-070-435-01800-076130G0;K 15;25023286;1;C-110;10/18/24;10/17/24;25000
15-070-435-01800-076130G0;K 15;25023269;1;C-100;10/18/24;10/17/24;25000
15-070-435-01880-076130G0;K 15;25023278;1;C-100;10/18/24;10/17/24;25000
15-070-435-01900-076130G0;K 15;25023281;1;C-100;10/18/24;10/17/24;25000
15-070-435-01860-076130G0;K 15;25023297;1;C-130;10/18/24;10/17/24;25000
15-070-435-01890-076130G0;K 15;25023280;1;C-100;10/17/24 17:00;10/16/24;25000
15-070-435-01800-076130G0;K 15;25023212;1;C-130;10/17/24 17:00;10/16/24;25000
15-070-435-01860-076130G0;K 15;25023102;4;C-100;10/17/24;10/16/24;10000
15-070-435-01840-076130G0;K 15;25023271;1;C-100;10/17/24;10/16/24;25000
15-070-435-01780-076130G0;K 15;25023339;1;C-130;10/17/24;10/16/24;15000
05-070-420-01100-076150G0;K 05;25023106;2;C-120;10/17/24;10/16/24;19000
15-070-435-01880-076130G0;K 15;25023289;1;C-110;10/17/24;10/16/24;25000
15-070-435-01110-076130G0;K 15;25023102;1;C-100;10/17/24;10/16/24;5000
15-070-435-01860-076130G0;K 15;25023275;1;C-100;10/17/24;10/16/24;25000
15-070-435-01170-076130G0;K 15;25022452;2;C-130;10/16/24 17:00;10/16/24;10000
15-070-435-00750-076130G0;K 15;25022718;3;C-100;10/16/24 17:00;10/15/24;7500
15-070-435-00720-076130G0;K 15;25022718;2;C-100;10/16/24 17:00;10/15/24;7500
15-070-435-00700-076130G0;K 15;25022718;1;C-100;10/16/24 17:00;10/15/24;10000
15-070-435-01150-076130G0;K 15;25022452;1;C-130;10/16/24 17:00;10/16/24;15000
15-070-435-01840-076130G0;K 15;25023287;1;C-110;10/16/24;10/15/24;25000
15-070-435-01880-076130G0;K 15;25023306;1;C-120;10/16/24;10/15/24;25000
15-070-435-01840-076130G0;K 15;25023304;1;C-120;10/16/24;10/15/24;25000
15-070-435-01860-076130G0;K 15;25023274;1;C-100;10/16/24;10/15/24;25000
15-070-435-01860-076130G0;K 15;25023219;1;C-110;10/15/24 17:00;10/14/24;25000
15-070-435-01880-076130G0;K 15;25023277;1;C-100;10/15/24;10/14/24;25000
15-070-435-01860-076130G0;K 15;25023296;1;C-130;10/15/24;10/14/24;25000
15-070-435-01860-076130G0;K 15;25023305;1;C-120;10/15/24;10/14/24;25000
05-070-420-00600-076150G0;K 05;25023310;3;C-120;10/15/24;10/14/24;10000
05-070-420-00700-076150G0;K 05;25023311;2;C-120;10/15/24;10/14/24;10000
15-070-435-01840-076130G0;K 15;25023270;1;C-100;10/15/24;10/14/24;25000
15-070-435-01880-076130G0;K 15;25023298;1;C-130;10/15/24;10/14/24;25000
15-070-435-01880-076130G0;K 15;25023288;1;C-110;10/15/24;10/14/24;25000
15-070-435-01860-076130G0;K 15;25023273;1;C-100;10/15/24;10/14/24;25000
05-070-420-00800-076150G0;K 05;25023311;1;C-120;10/15/24;10/14/24;15000
15-070-435-01880-076130G0;K 15;25023216;1;C-130;10/14/24 17:00;10/11/24;25000
15-070-435-01890-076130G0;K 15;25023205;1;C-120;10/14/24;10/11/24;25000
15-070-435-01880-076130G0;K 15;25023192;1;C-100;10/14/24;10/11/24;25000
15-070-435-01840-076130G0;K 15;25023217;1;C-100;10/14/24;10/11/24;25000
15-070-435-01720-076130G0;K 15;25023209;1;C-130;10/14/24;10/11/24;25000
05-070-420-00800-076150G0;K 05;25023284;2;C-110;10/14/24;10/11/24;12500
15-070-435-01880-076130G0;K 15;25023204;1;C-120;10/14/24;10/11/24;25000
15-070-435-01800-076130G0;K 15;25023194;1;C-110;10/11/24 17:00;10/10/24;25000
15-070-435-01720-076130G0;K 15;25023220;1;C-120;10/11/24;10/10/24;12500
15-070-435-01840-076130G0;K 15;25023220;2;C-120;10/11/24;10/10/24;12500
15-070-435-01860-076130G0;K 15;25023189;1;C-100;10/11/24;10/11/24;25000
15-070-435-01840-076130G0;K 15;25023195;1;C-110;10/10/24 17:00;10/8/24;25000
05-070-420-01000-076150G0;K 05;25023003;1;C-110;10/10/24;10/9/24;12500
15-070-435-01860-076130G0;K 15;25023253;4;C-120;10/10/24;10/9/24;5500
05-070-420-01100-076150G0;K 05;25022999;1;C-120;10/10/24;10/9/24;15000
05-070-420-02900-076150G0;K 05;25022999;2;C-120;10/10/24;10/9/24;10000
15-070-435-01860-076130G0;K 15;25023214;1;C-130;10/10/24;10/9/24;25000
15-070-435-01800-076130G0;K 15;25023184;1;C-100;10/10/24;10/9/24;25000
15-070-435-01840-076130G0;K 15;25023186;1;C-100;10/10/24;10/9/24;25000
15-070-435-01880-076130G0;K 15;25023215;1;C-130;10/10/24;10/10/24;25000
05-070-420-00800-076150G0;K 05;25023003;2;C-110;10/10/24;10/9/24;12500
15-070-435-01840-076130G0;K 15;25023213;1;C-130;10/10/24;10/10/24;25000
15-070-435-01880-076130G0;K 15;25023197;1;C-110;10/10/24;10/9/24;25000
15-070-435-01840-076130G0;K 15;25023201;1;C-120;10/10/24;10/9/24;25000
15-070-435-01860-076130G0;K 15;25023196;1;C-110;10/9/24;10/8/24;25000
15-070-435-01740-076130G0;K 15;25023199;1;C-120;10/9/24;10/8/24;5000
15-070-435-01760-076130G0;K 15;25023199;2;C-120;10/9/24;10/8/24;12500
15-070-435-01780-076130G0;K 15;25023199;3;C-120;10/9/24;10/8/24;7500
15-070-435-01800-076130G0;K 15;25023200;1;C-120;10/9/24;10/8/24;25000
05-070-420-01100-076150G0;K 05;25023218;1;C-110;10/9/24;10/8/24;25000
15-070-435-01880-076130G0;K 15;25023190;1;C-100;10/9/24;10/8/24;25000
15-070-435-01890-076130G0;K 15;25023191;1;C-100;10/9/24;10/8/24;25000
15-070-435-01880-076130G0;K 15;25023203;1;C-120;10/9/24;10/8/24;25000
15-070-435-01760-076130G0;K 15;25023210;1;C-130;10/9/24;10/9/24;25000
15-070-435-01800-076130G0;K 15;25023211;1;C-130;10/9/24;10/8/24;25000
15-070-435-01860-076130G0;K 15;25023188;1;C-100;10/9/24;10/8/24;25000
15-070-435-16200-076130G0;K 15;25023097;3;C-100;10/8/24 17:00;10/7/24;7500
15-070-435-01880-076130G0;K 15;25023091;1;C-130;10/8/24 17:00;10/7/24;25000
15-070-435-10500-076130G0;K 15;25023097;2;C-100;10/8/24 17:00;10/7/24;10000
15-070-435-01860-076130G0;K 15;25023097;1;C-100;10/8/24 17:00;10/7/24;7500
15-070-435-01840-076130G0;K 15;25023185;1;C-100;10/8/24;10/7/24;25000
15-070-435-01860-076130G0;K 15;25023202;1;C-120;10/8/24;10/7/24;25000
15-070-435-01860-076130G0;K 15;25023187;1;C-100;10/8/24;10/7/24;25000
15-070-435-01890-076130G0;K 15;25023198;1;C-110;10/8/24;10/7/24;25000
05-070-420-01100-076150G0;K 05;25023076;1;C-110;10/7/24;10/4/24;25000
15-070-435-01880-076130G0;K 15;25023083;1;C-120;10/7/24;10/4/24;25000
15-070-435-01860-076130G0;K 15;25023104;1;C-130;10/7/24;10/4/24;25000
15-070-435-01880-076130G0;K 15;25023092;1;C-130;10/7/24;10/4/24;25000
05-070-420-00900-076150G0;K 05;25023137;1;C-120;10/7/24;10/4/24;25000
15-070-435-01880-076130G0;K 15;25023071;1;C-100;10/7/24;10/4/24;25000
15-070-435-01880-076130G0;K 15;25023079;1;C-110;10/7/24;10/4/24;25000
15-070-435-01840-076130G0;K 15;25023066;1;C-100;10/7/24;10/7/24;25000
15-070-435-01640-076130G0;K 15;25022626;2;C-130;10/4/24 17:00;10/2/24;5000
15-070-435-01700-076130G0;K 15;25022626;1;C-130;10/4/24 17:00;10/2/24;15000
15-070-435-01660-076130G0;K 15;25022626;3;C-130;10/4/24 17:00;10/2/24;5000
15-070-435-01780-076130G0;K 15;25023063;2;C-100;10/4/24;10/2/24;12500
15-070-435-01860-076130G0;K 15;25023081;1;C-120;10/4/24;10/2/24;25000
15-070-435-01800-076130G0;K 15;25023086;1;C-130;10/4/24;10/2/24;25000
15-070-435-01000-076130G0;K 15;25023063;1;C-100;10/4/24;10/2/24;12500
15-070-435-01860-076130G0;K 15;25023069;1;C-100;10/4/24;10/2/24;25000
15-070-435-01840-076130G0;K 15;25023077;1;C-110;10/4/24;10/2/24;25000
15-070-435-01900-076130G0;K 15;25023073;1;C-100;10/4/24;10/2/24;25000
05-070-420-00800-076150G0;K 05;25023075;1;C-110;10/2/24;10/1/24;12500
05-070-420-00900-076150G0;K 05;25023075;2;C-110;10/2/24;10/1/24;12500
05-070-420-01100-076150G0;K 05;25023094;1;C-120;10/2/24;10/1/24;10000
05-070-420-01900-076150G0;K 05;25023094;2;C-120;10/2/24;10/1/24;15000
15-070-435-01820-076130G0;K 15;25023087;2;C-130;10/2/24;10/1/24;10000
15-070-435-01840-076130G0;K 15;25023065;1;C-100;10/2/24;10/2/24;25000
15-070-435-01860-076130G0;K 15;25023068;1;C-100;10/2/24;10/1/24;25000
15-070-435-01880-076130G0;K 15;25023070;1;C-100;10/2/24;10/2/24;25000
15-070-435-01760-076130G0;K 15;25023087;1;C-130;10/2/24;10/1/24;15000
15-070-435-01840-076130G0;K 15;25023080;1;C-120;10/2/24;10/1/24;25000
15-070-435-01760-076130G0;K 15;25022854;2;C-120;10/1/24 17:00;9/30/24;12500
15-070-435-01720-076130G0;K 15;25022854;1;C-120;10/1/24 17:00;9/30/24;12500
15-070-435-01890-076130G0;K 15;25022870;1;C-130;10/1/24 17:00;9/30/24;25000
15-070-435-01890-076130G0;K 15;25023072;1;C-100;10/1/24;9/30/24;25000
15-070-435-01880-076130G0;K 15;25023078;1;C-110;10/1/24;9/30/24;25000
15-070-435-01860-076130G0;K 15;25023089;1;C-130;10/1/24;10/1/24;25000
15-070-435-01880-076130G0;K 15;25023090;1;C-130;10/1/24;9/30/24;25000
15-070-435-01840-076130G0;K 15;25023088;1;C-130;10/1/24;10/2/24;25000
15-070-435-01800-076130G0;K 15;25023064;1;C-100;10/1/24;9/30/24;25000
15-070-435-01860-076130G0;K 15;25023067;1;C-100;10/1/24;9/30/24;25000
15-070-435-01880-076130G0;K 15;25023082;1;C-120;10/1/24;9/30/24;25000
15-070-435-01740-076130G0;K 15;25022865;2;C-130;9/30/24 17:00;9/27/24;12500
15-070-435-01890-076130G0;K 15;25023084;1;C-120;9/30/24 17:00;9/27/24;12500
15-070-435-01190-076130G0;K 15;25022865;1;C-130;9/30/24 17:00;9/27/24;12500
15-070-435-01840-076130G0;K 15;25022825;1;C-100;9/30/24;9/30/24;25000
15-070-435-01720-076130G0;K 15;25022844;1;C-110;9/30/24;9/27/24;25000
15-070-435-01800-076130G0;K 15;25022883;1;C-120;9/30/24;9/27/24;25000
15-070-435-01880-076130G0;K 15;25023046;1;C-130;9/30/24;9/27/24;25000
15-070-435-01860-076130G0;K 15;25023047;1;C-110;9/30/24;9/30/24;25000
15-070-435-01800-076130G0;K 15;25022885;1;C-110;9/30/24;9/30/24;25000
15-070-435-01720-076130G0;K 15;25022881;1;C-130;9/30/24;9/30/24;25000
15-070-435-01800-076130G0;K 15;25023045;1;C-130;9/30/24;9/27/24;25000
15-070-435-01860-076130G0;K 15;25022882;1;C-130;9/30/24;9/30/24;25000
15-070-435-01860-076130G0;K 15;25022887;1;C-100;9/30/24;9/27/24;25000
05-070-420-01400-076150G0;K 05;25020935;1;C-120;9/30/24;9/27/24;25000
15-070-435-01840-076130G0;K 15;25022884;2;C-120;9/27/24 17:00;9/26/24;12500
15-070-435-01820-076130G0;K 15;25022884;1;C-120;9/27/24 17:00;9/26/24;12500
15-070-435-01900-076130G0;K 15;25022880;1;C-130;9/27/24;9/26/24;25000
15-070-435-01860-076130G0;K 15;25022888;1;C-100;9/27/24;9/26/24;25000
15-070-435-01880-076130G0;K 15;25022843;1;C-110;9/27/24;9/26/24;25000
15-070-435-01760-076130G0;K 15;25022822;1;C-100;9/27/24;9/26/24;25000
05-070-420-00900-076150G0;K 05;25023103;1;C-110;9/27/24;9/26/24;25000
15-070-435-01860-076130G0;K 15;25022856;1;C-120;9/27/24;9/26/24;25000
15-070-435-01900-076130G0;K 15;25022886;2;C-100;9/26/24 17:00;9/25/24;12500
15-070-435-01890-076130G0;K 15;25022886;1;C-100;9/26/24 17:00;9/25/24;12500
15-070-435-01680-076130G0;K 15;25022876;1;C-130;9/26/24;9/25/24;25000
15-070-435-01800-076130G0;K 15;25022819;1;C-100;9/26/24;9/25/24;25000
15-070-435-01860-076130G0;K 15;25022841;1;C-110;9/26/24;9/25/24;25000
15-070-435-01860-076130G0;K 15;25022877;1;C-130;9/26/24;9/25/24;25000
15-070-435-01880-076130G0;K 15;25022855;1;C-120;9/26/24;9/25/24;25000
